,0
MMM,-0.011113997671469936
AOS,0.027780320785893764
ABT,-0.0176715466506011
ABBV,-0.029853681200157765
ABMD,0.0879902871374712
ACN,0.015934771658514264
ATVI,-0.019248143195820803
ADM,0.0024164510891108515
ADBE,0.09150345497708408
ADP,-0.0006749550516807168
