MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADM,ADBE,ADP
0.0013982802836300934,8.953759769348994e-05,0.0001064251509648857,-2.3567007469766525e-07,0.00013259855370308967,-2.5549053600305786e-06,0.0001248319508320829,0.00010156784770935495,0.00023602700774150092,0.00014651540876308567
8.953759769348994e-05,0.000656299447831532,4.5480782346670505e-05,-3.746357989245208e-06,8.839142553219431e-05,-1.4710463007780172e-05,0.00013480058635878788,6.929240769172832e-05,0.00017347766888439864,8.87951909627927e-05
0.0001064251509648857,4.5480782346670505e-05,0.0004805981016161367,-7.39907799678807e-07,8.044880854843324e-05,9.385867972135864e-06,5.9710150194475464e-05,9.252370471556898e-05,6.724352941706267e-05,0.00012734771096234885
-2.3567007469766525e-07,-3.746357989245208e-06,-7.39907799678807e-07,0.00030429027454766024,-3.0477169285202295e-06,-2.3490286716875885e-05,3.103807407339306e-05,-7.384226390214783e-07,3.540383589918517e-05,-1.1494071607942777e-06
0.00013259855370308967,8.839142553219431e-05,8.044880854843324e-05,-3.0477169285202295e-06,0.004239653328201378,5.3617428702350554e-05,0.0003873174139726856,5.5352768116525966e-05,0.0005437776909228318,0.00018163923183444703
-2.5549053600305786e-06,-1.4710463007780172e-05,9.385867972135864e-06,-2.3490286716875885e-05,5.3617428702350554e-05,0.0007659332190574764,-4.6332562613647744e-05,-1.368586238539074e-05,1.2797542605354195e-05,-7.155215531403391e-06
0.0001248319508320829,0.00013480058635878788,5.9710150194475464e-05,3.103807407339306e-05,0.0003873174139726856,-4.6332562613647744e-05,0.0023006656185169502,6.0541776454349e-05,0.00047571444058094913,0.00020888801315850872
0.00010156784770935495,6.929240769172832e-05,9.252370471556898e-05,-7.384226390214783e-07,5.5352768116525966e-05,-1.368586238539074e-05,6.0541776454349e-05,0.00039256141312448887,6.302289842353353e-05,9.960911011874886e-05
0.00023602700774150092,0.00017347766888439864,6.724352941706267e-05,3.540383589918517e-05,0.0005437776909228318,1.2797542605354195e-05,0.00047571444058094913,6.302289842353353e-05,0.0031784266918206856,0.00023542176238736906
0.00014651540876308567,8.87951909627927e-05,0.00012734771096234885,-1.1494071607942777e-06,0.00018163923183444703,-7.155215531403391e-06,0.00020888801315850872,9.960911011874886e-05,0.00023542176238736906,0.0005430902498078363
