ACN,ADP,ALLE,ALL,ANET,T,ATO,BDX,BLK,BWA,CRL,CI,COP,DHR,DISCA,ECL,FBHS,GD,HSY,HES,ITW,IBM,IP,IRM,KIM,LHX,LDOS,LEN,LMT,MRO
0.01669694477032643,-0.0005292774603062668,0.0001860880211612904,-0.0007606620607700912,-0.0012891669619378297,0.000775209397266481,-0.0013943776351916205,3.6511733257955226e-05,0.0026027821849238407,-0.0013703962321016062,-0.0009433293862081774,-0.0017034698014709389,-0.0002931521985415477,-0.0015396361109612177,-1.3417728844792926e-05,-0.0013014264225088639,0.0004944163384235931,-0.0029738185113657367,0.0019581694820311316,0.0005628349067232721,-0.0011957362473336982,0.002579899888233154,-0.004009342201466494,-0.0010201285144296431,-1.6319235462296712e-05,0.0025034577234306966,-0.00065572892245054,-0.001781607851188244,-0.002292854235443476,0.0001622800634860138
-0.0005292774603062668,0.004573720142557775,-0.0007206457991220587,0.002034022160146115,-0.000832521596371163,0.0018342346911438085,0.0019819263694933944,0.00012212771540311994,0.00046367246998951057,0.0017811942051089336,0.0005100415666378572,0.0005578416613237177,0.0027817576868077926,0.0017599622183337258,-0.00019169917688108225,0.0024114946376758597,-0.00047534465830416616,0.0026499346302376174,0.0006916656199927992,0.0010551446073765243,0.0014772505601331222,0.0023097102783899144,0.0012187903853367954,0.0014062186984523939,0.00015310887843335522,0.0009983643527776982,-0.00019705429243372353,0.000844906244074711,0.0017058943837806127,0.0014835511215415854
0.0001860880211612904,-0.0007206457991220587,0.0026348387641741255,-0.00039655528079460343,0.000691617242467482,-0.00047765023488182957,-2.5756545841042133e-05,0.0008569543693699387,-6.348042428196244e-05,-0.0001805090383004207,-6.509934486837455e-05,0.00047860195865835636,-0.0006377456415580475,-0.00019824218369662177,0.0001435292639953766,-0.000431814097346419,0.000660800251077715,-0.00039822518266336115,6.614470499581786e-05,-0.0008465349271238427,7.810869307085997e-05,-0.00022816817229742177,-0.00041298655737986417,-3.8206762920231194e-05,-0.0003283259213355816,0.00022327420718035214,1.2022471727083515e-05,-0.0010202558440522542,-0.0005438955369002436,-7.065828468724657e-05
-0.0007606620607700912,0.002034022160146115,-0.00039655528079460343,0.009033456853660799,0.001041884381482771,0.0009410754151981024,0.001529087342247794,-0.0004122232603157803,-0.0009686158250525701,0.00200005770293854,0.0015021635459900168,0.0030170564070186767,0.001918457236421933,0.0030029285728917815,0.00011328961196394015,0.002704043506481527,-0.0013389337905010705,0.0040891106683703495,0.00319562590020145,0.0006969659650753386,0.0013046511006708417,0.00036705048039369493,0.004415206428411331,0.00047353883381660096,0.00033289245583007713,-0.0015601777049862708,0.0002462945750384957,0.0018016213196890719,0.0024122286123115203,0.0012217327091547895
-0.0012891669619378297,-0.000832521596371163,0.000691617242467482,0.001041884381482771,0.01025261532856427,-0.0008004193837135492,-0.00033630042279152194,-0.0011303856498270084,0.0004411596197129928,-0.000864716539412622,-0.0008717368539635865,0.0020681991467321505,-0.000799766968622227,0.0016994392831416033,-0.0012975662811513344,-0.0007639148872847219,-0.0007360833017373527,0.0009305726486486683,-0.0010082391819668736,-0.0005604946927218902,-0.00037888582696173404,-0.00024352083508102812,0.002737060392125636,-0.0022140493162879373,-0.00022998961339397648,0.002140012165534759,0.0006122354324722897,0.001602810485633045,-0.00019722281690973483,-0.00027734205225297086
0.000775209397266481,0.0018342346911438085,-0.00047765023488182957,0.0009410754151981024,-0.0008004193837135492,0.007098539504217806,0.0019403565033133808,-0.0003100865097438465,0.0022636941828352627,0.000836527365357521,0.0022914536265596823,0.0001109962301401218,0.0016479127817380164,0.0013591230899242994,-2.9175048106065133e-05,0.0003311153055339257,0.0005229268461786661,6.833985759053384e-05,0.002123072645615106,-0.00022210689726988658,0.000559962337703046,0.00040134920462291975,-0.00011516796742722306,0.0010850924976664566,-0.0006143059924852485,0.0002581080362271981,0.0007889506577477651,0.0007050384619832911,0.0010880292619791078,0.0010930348783303235
-0.0013943776351916205,0.0019819263694933944,-2.5756545841042133e-05,0.001529087342247794,-0.00033630042279152194,0.0019403565033133808,0.006016963100616962,0.00034501326435060664,0.0009004889210273804,0.0009134786417590498,0.0011484396518613264,0.0011384872089365118,0.0015585697321848784,0.0011129858242821045,-0.00042545097210956826,0.0010174902410160266,-0.0002731838291697048,0.0015321846703427657,0.0013577552081307106,0.0005493583134072572,0.0007115041029790728,0.0007320794301505697,0.0014548576369552248,0.000518356347022825,-0.0001307690365397032,0.0014550239674634264,0.0006794516610557663,0.0016456411928324386,0.00039913969906808187,0.0015705928698862594
3.6511733257955226e-05,0.00012212771540311994,0.0008569543693699387,-0.0004122232603157803,-0.0011303856498270084,-0.0003100865097438465,0.00034501326435060664,0.007099673351844424,0.002551588381413108,0.0006792998761950937,-0.0007995815647132172,3.750312684103474e-05,-0.00011625809251188866,9.390476161013779e-05,-0.00053018366735881,0.0005996136493250081,-5.6529368458100484e-05,-0.0010464195599108733,-0.0002248444875725796,0.0003299985933814163,-0.0002850034953181132,-0.001458773708682706,-0.0006637883740484078,-0.0007240542524964516,-0.000602241708041259,0.000332493361946539,-0.000361033604502351,-0.00095626669272784,-0.0011909716615563807,0.0003638760175419951
0.0026027821849238407,0.00046367246998951057,-6.348042428196244e-05,-0.0009686158250525701,0.0004411596197129928,0.0022636941828352627,0.0009004889210273804,0.002551588381413108,0.009764026778072655,-0.0007836592754267765,-0.001189812904708027,-0.000679026914600435,0.00044499206285880547,0.0021913392209843836,-0.00044278368989640604,-0.00022941853957234352,9.028225737845328e-06,-0.00013352395917997026,-0.0014471353582376633,-0.0003929696374582407,1.5587984650561348e-05,-5.2779316365288334e-05,-0.0011741404319743842,-0.0008455550470368665,-0.0002916735080191579,0.0033086103969431307,0.0001334903516621632,-0.0007678803866474952,-0.0002465802277263921,3.919434761236915e-05
-0.0013703962321016062,0.0017811942051089336,-0.0001805090383004207,0.00200005770293854,-0.000864716539412622,0.000836527365357521,0.0009134786417590498,0.0006792998761950937,-0.0007836592754267765,0.005627682981295699,-0.0007011886522405278,0.0014666556537151572,0.002311450962553145,0.003618341765468633,0.0007261840291106268,0.003301157065509653,6.0233403364331585e-06,0.003092873641814416,0.0008495650394777383,0.0023889382457383773,0.0030537829994431846,0.0008709910608095463,0.004284309827900899,0.0016903364208876177,0.0005547857800555166,-0.0005794546985475293,-0.00014690746718690062,0.0006878977206546708,0.0026795555792241367,0.0014445861182734968
