ACN,ADP,ALLE,ALL,ANET,T,ATO,BDX,BLK,BWA,CRL,CI,COP,DHR,DISCA,ECL,FBHS,GD,HSY,HES,ITW,IBM,IP,IRM,KIM,LHX,LDOS,LEN,LMT,MRO,MKTX,MKC,MET,MAA,NWL,NCLH,OMC,OTIS,PCAR,PLD,PSA,PVH,O,REG,SPGI,SYF,TYL,VTR,WMT,WFC
0.01669694477032643,-0.0005292774603062668,0.0001860880211612904,-0.0007606620607700912,-0.0012891669619378297,0.000775209397266481,-0.0013943776351916205,3.6511733257955226e-05,0.0026027821849238407,-0.0013703962321016062,-0.0009433293862081774,-0.0017034698014709389,-0.0002931521985415477,-0.0015396361109612177,-1.3417728844792926e-05,-0.0013014264225088639,0.0004944163384235931,-0.0029738185113657367,0.0019581694820311316,0.0005628349067232721,-0.0011957362473336982,0.002579899888233154,-0.004009342201466494,-0.0010201285144296431,-1.6319235462296712e-05,0.0025034577234306966,-0.00065572892245054,-0.001781607851188244,-0.002292854235443476,0.0001622800634860138,-2.468748500228212e-06,0.002062739633736825,0.001146015638872937,-0.00018010313678918773,-0.0007925744924601251,-0.0005119385745741667,-0.0005740284960386746,0.0012627841359253921,-0.000903727722170046,0.00016652244726364867,-0.0013024135862020833,0.00238215575313032,-0.0001888830653400888,-0.0009894931084607006,0.0013783324276864012,0.0006836129186236672,-0.002465622177063899,-0.004112065424814457,-0.0012150447853481131,0.0004504624894626112
-0.0005292774603062668,0.004573720142557775,-0.0007206457991220587,0.002034022160146115,-0.000832521596371163,0.0018342346911438085,0.0019819263694933944,0.00012212771540311994,0.00046367246998951057,0.0017811942051089336,0.0005100415666378572,0.0005578416613237177,0.0027817576868077926,0.0017599622183337258,-0.00019169917688108225,0.0024114946376758597,-0.00047534465830416616,0.0026499346302376174,0.0006916656199927992,0.0010551446073765243,0.0014772505601331222,0.0023097102783899144,0.0012187903853367954,0.0014062186984523939,0.00015310887843335522,0.0009983643527776982,-0.00019705429243372353,0.000844906244074711,0.0017058943837806127,0.0014835511215415854,0.0009039711063342433,0.00020851872521786033,0.0005361579158829084,3.075936087855819e-05,-0.0003193244224095779,0.00010494303401114709,0.0007857037779740157,-0.00027126344876880244,0.0004101039395573298,0.0001469798359323314,-0.0006805007550552109,0.0018677436033554707,-8.269670497448413e-05,-0.00027569705682047035,6.303071850865998e-05,0.00010351863347924506,0.003586007139557431,-0.0009287239698645016,0.0015799256050162964,0.001754421772306098
0.0001860880211612904,-0.0007206457991220587,0.0026348387641741255,-0.00039655528079460343,0.000691617242467482,-0.00047765023488182957,-2.5756545841042133e-05,0.0008569543693699387,-6.348042428196244e-05,-0.0001805090383004207,-6.509934486837455e-05,0.00047860195865835636,-0.0006377456415580475,-0.00019824218369662177,0.0001435292639953766,-0.000431814097346419,0.000660800251077715,-0.00039822518266336115,6.614470499581786e-05,-0.0008465349271238427,7.810869307085997e-05,-0.00022816817229742177,-0.00041298655737986417,-3.8206762920231194e-05,-0.0003283259213355816,0.00022327420718035214,1.2022471727083515e-05,-0.0010202558440522542,-0.0005438955369002436,-7.065828468724657e-05,-0.0024715553251492867,-0.00030848627965740223,-0.0009045936765763599,-0.00035806766394212724,-0.0005906665152832926,0.00023866074269483456,0.00048619954566720677,0.0004915507456003085,-0.00013798720919402783,-0.0003298051222677175,-0.00029916620952573846,-0.0008793248702124366,0.0003297473986295924,-0.0001498432681253023,2.278376739650834e-05,0.0004578260681606151,-0.0010129994776946493,-0.0008455043658894648,-0.000892725260418021,-0.0009119495304232922
-0.0007606620607700912,0.002034022160146115,-0.00039655528079460343,0.009033456853660799,0.001041884381482771,0.0009410754151981024,0.001529087342247794,-0.0004122232603157803,-0.0009686158250525701,0.00200005770293854,0.0015021635459900168,0.0030170564070186767,0.001918457236421933,0.0030029285728917815,0.00011328961196394015,0.002704043506481527,-0.0013389337905010705,0.0040891106683703495,0.00319562590020145,0.0006969659650753386,0.0013046511006708417,0.00036705048039369493,0.004415206428411331,0.00047353883381660096,0.00033289245583007713,-0.0015601777049862708,0.0002462945750384957,0.0018016213196890719,0.0024122286123115203,0.0012217327091547895,0.001571703536435604,0.0011087259507993536,-0.0015483451866121377,-0.0003348720927204021,0.0009436289502655634,-0.0005880680934581865,0.0005750849219108699,4.724760915310948e-05,0.00035638092714384195,0.0006082181171424713,-3.315340876227109e-05,0.0023889283302426286,0.0005354176605317027,2.6461520958957935e-05,-0.0010001716135931466,-9.284459677493158e-05,-0.0030424396362518434,0.0022822721988333605,0.0015703291069767296,0.005261470854259943
-0.0012891669619378297,-0.000832521596371163,0.000691617242467482,0.001041884381482771,0.01025261532856427,-0.0008004193837135492,-0.00033630042279152194,-0.0011303856498270084,0.0004411596197129928,-0.000864716539412622,-0.0008717368539635865,0.0020681991467321505,-0.000799766968622227,0.0016994392831416033,-0.0012975662811513344,-0.0007639148872847219,-0.0007360833017373527,0.0009305726486486683,-0.0010082391819668736,-0.0005604946927218902,-0.00037888582696173404,-0.00024352083508102812,0.002737060392125636,-0.0022140493162879373,-0.00022998961339397648,0.002140012165534759,0.0006122354324722897,0.001602810485633045,-0.00019722281690973483,-0.00027734205225297086,-0.0013222293968624726,-0.001416889380338572,0.00015727905788124184,-0.0003851716104260102,-0.0008267122444126966,-0.0004933188926339212,0.0014066416690748079,0.0004461571781753643,0.0006624710482464776,0.00029845253081630085,-0.0003991368410261419,-0.00011913162571560447,-0.00010496639490016675,-0.0006928382786102479,3.177840824972178e-05,0.000313473431584352,0.0007911108939082994,-0.0014778497652508087,-0.00042136820715715155,0.0007227491842205227
0.000775209397266481,0.0018342346911438085,-0.00047765023488182957,0.0009410754151981024,-0.0008004193837135492,0.007098539504217806,0.0019403565033133808,-0.0003100865097438465,0.0022636941828352627,0.000836527365357521,0.0022914536265596823,0.0001109962301401218,0.0016479127817380164,0.0013591230899242994,-2.9175048106065133e-05,0.0003311153055339257,0.0005229268461786661,6.833985759053384e-05,0.002123072645615106,-0.00022210689726988658,0.000559962337703046,0.00040134920462291975,-0.00011516796742722306,0.0010850924976664566,-0.0006143059924852485,0.0002581080362271981,0.0007889506577477651,0.0007050384619832911,0.0010880292619791078,0.0010930348783303235,0.001820945642829495,0.0015649642379265466,-0.0003263154682612161,-0.0006924206365800241,-0.0015963699971102995,0.000341836646081809,0.0015139523607603388,-0.0010904477517430708,0.0004955015645309014,-0.0007214284146975864,-0.001374573091843636,0.0028290904364271794,-0.00023751268130487818,-0.0004486609663734388,0.0005557446408077454,0.00054011894938771,0.002397938358125597,-0.0010120613031196783,0.001271226632918962,0.0006799906141979519
-0.0013943776351916205,0.0019819263694933944,-2.5756545841042133e-05,0.001529087342247794,-0.00033630042279152194,0.0019403565033133808,0.006016963100616962,0.00034501326435060664,0.0009004889210273804,0.0009134786417590498,0.0011484396518613264,0.0011384872089365118,0.0015585697321848784,0.0011129858242821045,-0.00042545097210956826,0.0010174902410160266,-0.0002731838291697048,0.0015321846703427657,0.0013577552081307106,0.0005493583134072572,0.0007115041029790728,0.0007320794301505697,0.0014548576369552248,0.000518356347022825,-0.0001307690365397032,0.0014550239674634264,0.0006794516610557663,0.0016456411928324386,0.00039913969906808187,0.0015705928698862594,0.0014114603411668949,0.0005771946881631031,0.00011783187328055214,-0.00010050962930610032,-0.0003718460584243096,4.0985861927172784e-05,0.0009959971578527098,-0.0006323154008280498,0.000792189924711944,0.00019691266716065752,7.312438333601565e-05,0.0013972479920968262,0.0005677900473318689,-5.279812643656801e-05,-5.9655413218972756e-05,-4.0867363332620724e-05,-0.00037582494581386535,-0.00013354553429746927,0.0004567461212082777,0.001269467730014146
3.6511733257955226e-05,0.00012212771540311994,0.0008569543693699387,-0.0004122232603157803,-0.0011303856498270084,-0.0003100865097438465,0.00034501326435060664,0.007099673351844424,0.002551588381413108,0.0006792998761950937,-0.0007995815647132172,3.750312684103474e-05,-0.00011625809251188866,9.390476161013779e-05,-0.00053018366735881,0.0005996136493250081,-5.6529368458100484e-05,-0.0010464195599108733,-0.0002248444875725796,0.0003299985933814163,-0.0002850034953181132,-0.001458773708682706,-0.0006637883740484078,-0.0007240542524964516,-0.000602241708041259,0.000332493361946539,-0.000361033604502351,-0.00095626669272784,-0.0011909716615563807,0.0003638760175419951,-0.00034583009680053887,0.0002649304034084438,-0.00046274316433893195,-0.00018171597551557196,-0.0006204266791821443,0.0006364425655321252,-0.000381039235095042,0.0006806044256028367,0.0003755943229821134,-0.00030303739691314117,-0.0004945138579367582,1.4234757710553842e-05,0.0001312309396141448,0.0001123762962500579,0.001379736649835792,0.00048522036479000324,0.003945672472689236,-0.000267001013843127,-0.0014202084985537554,-0.000900233116056579
0.0026027821849238407,0.00046367246998951057,-6.348042428196244e-05,-0.0009686158250525701,0.0004411596197129928,0.0022636941828352627,0.0009004889210273804,0.002551588381413108,0.009764026778072655,-0.0007836592754267765,-0.001189812904708027,-0.000679026914600435,0.00044499206285880547,0.0021913392209843836,-0.00044278368989640604,-0.00022941853957234352,9.028225737845328e-06,-0.00013352395917997026,-0.0014471353582376633,-0.0003929696374582407,1.5587984650561348e-05,-5.2779316365288334e-05,-0.0011741404319743842,-0.0008455550470368665,-0.0002916735080191579,0.0033086103969431307,0.0001334903516621632,-0.0007678803866474952,-0.0002465802277263921,3.919434761236915e-05,-0.0006987451206789158,-2.0184687876686115e-05,0.0012032077877665135,-0.0007166806525353281,-0.0012794147836550159,0.0007145086604650341,0.0008670398347317782,-8.796240521057429e-05,-0.000671441514811848,0.00025513317461186067,-0.0010885785681741232,0.002588567314053828,-0.0005339627215354445,0.00013117721682621246,0.0009802529602698118,0.0009233977405309144,0.001154248274653555,-0.0018539829861547639,-0.0008637389369035738,-0.0005834933894993063
-0.0013703962321016062,0.0017811942051089336,-0.0001805090383004207,0.00200005770293854,-0.000864716539412622,0.000836527365357521,0.0009134786417590498,0.0006792998761950937,-0.0007836592754267765,0.005627682981295699,-0.0007011886522405278,0.0014666556537151572,0.002311450962553145,0.003618341765468633,0.0007261840291106268,0.003301157065509653,6.0233403364331585e-06,0.003092873641814416,0.0008495650394777383,0.0023889382457383773,0.0030537829994431846,0.0008709910608095463,0.004284309827900899,0.0016903364208876177,0.0005547857800555166,-0.0005794546985475293,-0.00014690746718690062,0.0006878977206546708,0.0026795555792241367,0.0014445861182734968,0.0009845348989824228,0.001632735543811116,-0.00045482257573227855,0.0005373379268294054,0.0023260577651516346,-0.00010703644042632013,0.0012078922379587594,-3.965263764700225e-05,0.0022408807407347914,8.55432387401669e-06,0.00026200545900533753,9.576992834798204e-05,0.00024952953666901914,0.0005993437006799447,0.0004522426573487128,0.00013827089311265665,0.0040943135393842894,0.0019738414428893325,0.0020859211229743418,0.0023346375007040265
